Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Bar E Dairy,6970 Corona AVE Kingsburg Kings 93631,969,148,0,0,0,0,1117,26361.87,343071.97,240150.38,56942.65,181752.64,490286.25,7077000.0,59266.75,8529.81,85572.13,400093.1,64.0,0.0,0.0,0.0,0.0,59266.75,8529.81,85572.13,400093.1,1.32,0.42,1.01,1.9,0.0,0.0,0.0,0.0,59266.75,8529.81,85572.13,400093.1,240150.38,56942.65,181752.64,490286.25,29.029888,28.188021248,11492397.20291584,26789346.57,2.3310494840191422,340595.3604,0.9927810785591141,407705.0,1.188394959809745,23.60059982094897
Barreto & Silveira Dairy,11305 2nd Ave Hanford Kings 93230,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187040.0,96860.0,349030.0,10000060.2,0.0,0.0,0.0,0.0,0.49,1.45,0.95,6.14,0.0,0.0,0.0,0.0,187040.0,96860.0,349030.0,10000060.2,-187039.3,-96859.0,-349029.0,-10000060.2,0.453592,0.440437832,0.0,0.0,,,,,,
C&R Dairy,18321 Idaho AVE Lemoore Kings 93245,395,0,0,0,0,0,395,9759.22,127626.25,89338.38,21535.67,73570.02,185985.75,2050000.0,9574.07,709.95,4240.72,27149.21,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9574.07,709.95,4240.72,27149.21,0.0,0.0,0.0,0.0,89338.38,21535.67,73570.02,185985.75,28.122704,27.307145583999997,3937007.7145731994,7760090.5,1.971063066824915,126089.1224,0.987956023153544,144175.0,1.1296657231564824,24.706886075949367
Contente & Company,7900 15th Ave Hanford Kings 93230,810,110,140,120,130,140,1450,24881.66,317774.75,222442.33,51505.82,149800.77,406683.0,15199175.0,46833.44,14137.96,111397.52,363549.1,60.0,53073.41,16468.16,59230.65,703875.44,46833.44,14137.96,111397.52,363549.1,0.58,1.08,0.91,1.8,62699.04,20284.54,61094.98,782172.16,99906.85,30606.12,170628.17,1067424.54,106669.88,14753.120000000003,29475.139999999963,-1079364.6,27.215519999999998,26.426269919999996,8873941.439135998,57535109.03675,6.483602515451335,321471.0472,1.0116318153031352,382537.8048780488,1.2038017648603256,22.337378147580466
Daniel Brasil Dairy,18280 Fairfax AVE Lemoore Kings 93245,500,75,105,175,70,5,930,17260.07,215618.2,150932.74,35668.84,97397.11,252671.25,24140667.0,102462.77,32435.63,191645.38,805215.36,75.0,25628.46,12022.08,27399.15,296358.19,102462.77,32435.63,191645.38,805215.36,1.26,1.83,1.86,2.31,0.0,0.0,0.0,0.0,128091.23000000001,44457.71,219044.53,1101573.55,125304.28,23646.760000000002,69997.95999999999,-43686.94000000018,34.0194,33.0328374,6932766.749324999,91382322.26847,13.18121978896338,223000.10439999998,1.0342359986309133,250603.65853658537,1.1622565188680054,24.48660449826989
Dixie Creek Ranch,3601 Lacey Blvd. Hanford Kings 93230,6500,0,0,0,0,0,6500,174409.77,2279710.55,1595797.39,387395.35,1287514.97,3060525.0,30206388.0,209533.95,17192.97,316410.29,2308681.03,80.0,0.0,0.0,0.0,0.0,209533.95,17192.97,316410.29,2308681.03,1.21,0.31,1.09,6.44,0.0,0.0,0.0,0.0,209533.95,17192.97,316410.29,2308681.03,1595797.39,387395.35,1287514.97,3060524.9999999995,36.28736,35.23502656,83595100.5136,114343563.19908,1.3678261345050666,2253374.2284,0.9884475151461662,2372500.0,1.0407022944206668,26.832272307692307
Double N Dairy II,18104 Everett AVE Laton Kings 93242,815,100,0,0,125,50,1090,22624.91,296775.53,207742.87,48625.45,154473.65,406737.75,15425000.0,61176.09,8859.51,60553.28,403486.8,67.0,0.0,0.0,0.0,0.0,61176.09,8859.51,60553.28,403486.8,1.3,1.26,1.17,2.33,36442.0,20276.0,70144.0,1694820.15,61176.09,8859.51,60553.28,403486.8,171300.86999999997,28349.449999999997,84329.65,-1288082.4,30.390664,29.509334744,9855380.0711274,58389949.25,5.924677569874839,292313.8372,0.9849661028319956,341764.6341463415,1.1515930378301116,23.109648978574988
"DOUBLE ""N"" DAIRY","12700 EVERETT AVE HANFORD,CA Kings 93230",935,100,0,0,160,0,1195,25829.38,338571.67,237000.17,55810.63,178446.83,463239.75,20950000.0,61716.64,11790.01,78883.44,487054.05,69.0,8640.0,4240.0,14740.0,415996.2,61716.64,11790.01,78883.44,487054.05,1.29,1.04,1.12,2.58,0.0,0.0,0.0,0.0,70356.64,16030.01,93623.44,903050.25,228360.16999999998,51570.63,163706.83,47243.55000000005,31.297848,30.390210407999998,11480661.736882199,79304339.5,6.907645335915686,333715.5896,0.9856571567254875,384896.9512195122,1.1368256275532806,23.62004193152671
Dover Dairy,4265 Dover AVE Hanford Kings 93230,2150,275,1115,540,475,505,5060,78916.2,971794.04,680255.83,157604.4,408919.74,1075563.75,54708748.0,182419.99,55244.2,294814.37,2131825.17,68.0,132354.72,50096.88,141631.92,0.0,182419.99,55244.2,294814.37,2131825.17,1.17,1.64,1.79,1.87,0.0,0.0,0.0,0.0,314774.70999999996,105341.07999999999,436446.29000000004,2131825.17,547901.11,107507.51999999999,267287.81999999995,1075563.75,30.844256,29.949772576,26509292.451332003,207095041.76668,7.812167833105413,1019597.304,1.0491907359300126,1149750.0,1.18312106544716,23.28581648074847
Dutra & Dutra Dairy,7480 5th AVE Hanford Kings 93230,470,75,45,40,30,0,660,13721.86,176588.47,123611.93,29170.19,88156.6,238545.75,1410000.0,8599.42,1053.62,10384.52,57547.95,64.0,3827.76,1275.92,6161.76,0.0,8599.42,1053.62,10384.52,57547.95,0.5,0.23,0.35,0.81,0.0,0.0,0.0,0.0,12427.18,2329.54,16546.28,57547.95,119784.17000000001,27894.269999999997,81994.84000000001,238545.75,29.029888,28.188021248,5607302.126758399,5337428.100000001,0.9518709674175495,177286.43120000002,1.0039524732277256,211610.9756097561,1.1983283824235869,23.37333859576236
Eden-Vale Dairy,6944 21 1/2 AVE Lemoore Kings 93245,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
F&S Brasil,14315 Kent AVE Hanford Kings 93230,1475,205,415,455,0,0,2550,50422.87,625977.79,438184.45,104738.77,287321.48,741643.5,59417684.0,166501.91,56146.17,354388.77,1640747.48,75.0,0.0,0.0,0.0,0.0,166501.91,56146.17,354388.77,1640747.48,1.32,1.99,1.68,1.79,0.0,0.0,0.0,0.0,166501.91,56146.17,354388.77,1640747.48,438184.44999999995,104738.77,287321.48,741643.5,34.0194,33.0328374,20255735.89368,224920295.19044,11.104029810174287,651463.4804,1.0407134099757755,729376.8292682926,1.1651800445959795,25.232975344806544
Fagundes Agribusiness Dairy,7546 8-1/2 AVE Hanford Kings 93230,1,0,0,0,0,0,1,17.5,229.5,160.65,37.31,146.18,470.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.43,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.65,37.31,146.18,470.85,0.453592,0.440437832,160.75980868,0.0,,226.1,0.9851851851851852,365.0,1.5904139433551199,17.5
Felicita Dairy,22154 Road 20 Tulare Kings 93274,1950,290,435,400,0,0,3075,62160.58,777181.1,544026.77,129462.43,369599.54,984843.0,12325500.0,45077.33,6992.25,56276.03,315582.95,67.0,77529.4,17987.6,112955.3,0.0,45077.33,6992.25,56276.03,315582.95,0.77,0.31,0.47,1.94,0.0,0.0,0.0,0.0,122606.73,24979.85,169231.33000000002,315582.95,466497.37,111474.82999999999,256644.23999999993,984843.0,30.390664,29.509334744,24126832.0866944,46657070.955000006,1.9338249956458522,803114.6936,1.033368790877699,929103.0487804879,1.1954781823444856,24.419908781679684
Flatland Farms,8431 15th AVE Hanford Kings 93230,875,75,250,275,100,0,1575,27884.83,348651.06,244055.74,57811.44,161821.82,429240.0,4644980.0,32346.11,8459.88,31214.01,157581.3,60.0,0.0,0.0,0.0,0.0,18285.62,3208.37,23345.21,118194.99,1.23,1.26,1.5,1.59,149960.49,52051.51,213068.79,39386.31,18285.62,3208.37,23345.21,118194.99,108155.73999999999,11011.440000000002,-43378.169999999984,429240.00000000006,27.215519999999998,26.426269919999996,9163309.094759999,17583153.7418,1.9188650693726848,360272.0036,1.033331158092564,421307.9268292683,1.2083942232364597,23.658107190894988
Flint Dairy,6511 Flint Ave. Hanford Kings 93230,2390,295,455,525,125,0,3790,81409.12,1031799.99,722259.99,173156.92,490681.88,1193166.75,63894000.0,447359.61,51114.5,441062.82,2084719.28,91.0,0.0,0.0,0.0,0.0,419209.26,47799.82,413931.34,1960341.39,1.28,0.5,0.86,1.28,254210.74,37484.57,108094.41,628029.47,419209.26,47799.82,413931.34,1960341.39,496199.6000000001,138987.03,409718.94999999995,689515.1700000004,41.276872,40.079842711999994,39279247.8538278,241864986.54000002,6.157576831411502,1051805.8303999999,1.0193892620603726,1116454.8780487804,1.0820458314297718,26.352233696510343
Four Star Dairy,22401 20 RD Tulare Tulare 93274,2390,280,390,280,284,0,3624,73218.85,934421.2,654094.84,154904.98,459277.28,1189717.5,25382700.0,99351.58,16625.04,119032.19,767371.74,71.0,143453.7,50266.66,95877.55,86151.6,99351.58,16625.04,119032.19,767371.74,0.97,1.12,0.65,0.71,0.0,0.0,0.0,0.0,242805.28000000003,66891.70000000001,214909.74,853523.34,510641.1399999999,104638.32,363399.73,1103565.9,32.205032,31.271086072000003,30475236.9314676,96083926.407,3.152852482265275,945987.542,1.0123780817472892,1076660.975609756,1.1522223335790713,24.252487073840687
Garcia & Sons Dairy,15315 17th Avenue Lemoore Kings 93245,40,0,70,40,0,0,150,2166.72,24161.1,16912.77,4094.14,7791.77,18834.0,6556520.0,12270.39,1172.74,10713.62,158100.1,75.0,8776.01,2759.75,14847.46,193288.9,12270.39,1172.74,10713.62,158100.1,1.06,0.82,1.35,2.8,0.0,0.0,0.0,0.0,21046.4,3932.49,25561.08,351389.0,8136.759999999998,1334.3900000000003,-7055.690000000002,-174454.9,34.0194,33.0328374,482279.42604,24819116.3732,51.462108962412,27994.022399999998,1.158640227473087,29289.024390243903,1.2122388628929934,27.00167781155015
Georgeson Dairy,8519 24th AVE Lemoore Kings 93245,1225,115,300,250,250,0,2140,39052.18,491158.98,343811.29,81022.69,232184.33,603235.5,19565000.0,64373.94,7197.68,54393.7,323486.0,67.0,0.0,0.0,0.0,0.0,64373.94,7197.68,54393.7,323486.0,1.2,0.71,0.62,0.99,69120.0,32000.0,119680.0,2308320.0,64373.94,7197.68,54393.7,323486.0,274691.29,49022.69,112504.32999999996,-1705084.5,30.390664,29.509334744,14433015.6232904,74061546.65,5.131397940877144,504554.1656,1.02727260651938,573673.1707317074,1.1679989455383823,23.919022706901703
Golden Star Dairy #2,6398 16th AVE Hanford Kings 93230,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,3900000.0,24072.93,2287.95,15397.6,90801.95,1.0,0.0,0.0,0.0,0.0,24072.93,2287.95,15397.6,90801.95,0.53,0.29,0.29,0.5,0.0,0.0,0.0,0.0,24072.93,2287.95,15397.6,90801.95,0.7000000000007276,1.0,1.0,0.0,0.453592,0.440437832,0.0,14763099.0,,,,,,
"Henry Veenendaal Dairy, L.P.",3678 Houston Ave. Hanford Kings 93230,1010,100,300,100,0,0,1510,31305.31,393394.1,275375.87,65893.65,192760.75,498553.5,39815000.0,132760.91,15170.68,86881.27,637802.38,69.0,22200.0,3000.0,11400.0,138000.0,132760.91,15170.68,86881.27,637802.38,1.14,0.58,0.54,1.13,0.0,0.0,0.0,0.0,154960.91,18170.68,98281.27,775802.38,253175.87000000002,62893.64999999999,181360.75,360553.4999999999,31.297848,30.390210407999998,12312593.7468012,150716099.15,12.240808252863529,404464.6052,1.0281410046566535,458564.63414634153,1.1656622052703423,24.91783556590953
J&D Wilson Dairy #2,23565 Grangeville BLVD Lemoore Kings 93230,1350,120,750,700,0,0,2920,50848.87,610196.61,427137.63,102446.98,257650.51,663241.5,61078603.0,165470.59,9607.8,55104.16,429728.47,69.0,22819.0,12250.2,52363.6,1187237.5,165470.59,9607.8,55104.16,429728.47,1.04,0.84,0.52,3.43,0.0,0.0,0.0,0.0,188289.59,21858.0,107467.76000000001,1616965.97,404318.63,90196.78,205286.91000000003,-523996.0,31.297848,30.390210407999998,16305867.3944124,231207554.58223,14.17940849080245,656967.4004,1.0766487221225305,730178.0487804879,1.1966275079445097,25.418235430382836
J.D. Mello Dairy,15609 Grangeville BLVD Hanford Kings 93230,980,100,500,950,330,350,3210,43083.56,514764.19,360334.93,82965.95,185747.46,484428.0,31430000.0,135409.91,14903.37,132595.2,760129.28,67.0,37560.0,14000.0,76560.0,967432.56,135409.91,14903.37,132595.2,760129.28,1.34,1.11,1.18,2.54,58080.0,23320.0,81840.0,1828097.04,172969.91,28903.370000000003,209155.2,1727561.84,264694.92999999993,45645.94999999998,27347.46000000002,-2311101.6,30.390664,29.509334744,11632579.7560848,118975436.30000001,10.22777739716472,556639.5952,1.0813487146415526,618096.3414634147,1.2007368683967987,23.172320083956446
Jaques & Silva Dairy,10536 6th AVE Hanford Kings 93230,1215,185,305,220,150,0,2075,39334.88,495008.08,346505.66,81729.63,231087.2,614623.5,50276000.0,183645.83,14220.44,1028887.09,1001317.55,68.0,0.0,0.0,0.0,0.0,183645.83,14220.44,1028887.09,1001317.55,1.2,0.49,4.95,1.47,69847.04,22516.48,76739.84,2518169.6,183645.83,14220.44,1028887.09,1001317.55,276658.62000000005,59213.15000000001,154347.36000000007,-1903546.1,30.844256,29.949772576,15304333.786336001,190315273.16,12.43538437000878,508206.64959999995,1.026663341737775,587783.5365853658,1.1874221054843503,23.883451758607922
Joaquim Mattos & Family Dairy,4790 Kansas AVE Hanford Kings 93230,1041,80,420,180,420,0,2141,35713.62,450119.55,315083.69,73655.16,202780.79,508550.85,21536000.0,80837.0,14161.32,115564.36,734166.0,75.0,54296.32,13845.65,49348.05,1464140.41,80837.0,14161.32,115564.36,734166.0,1.26,1.45,1.16,5.58,0.0,0.0,0.0,0.0,135133.32,28006.97,164912.41,2198306.41,260787.37,59809.51000000001,153432.74000000002,-955589.56,34.0194,33.0328374,13515880.914771,81522589.76,6.031614977526697,461419.97040000005,1.0251053756718633,507982.0731707317,1.1285492335774612,23.90196732015475
Lone Oak Farms #1,13866 4th AVE Hanford Kings 93230,4855,280,2515,1250,960,1115,10975,177021.45,2179950.4,1525965.28,357214.57,945725.97,2350362.75,245236315.0,902169.45,88893.41,1010423.32,8358139.33,75.0,0.0,0.0,0.0,0.0,902169.45,88893.41,1010423.32,8358139.33,1.13,0.49,1.23,2.1,0.0,0.0,0.0,0.0,902169.45,88893.41,1010423.32,8358139.33,1525965.28,357214.56999999995,945725.9700000001,2350362.75,34.0194,33.0328374,61912621.317885,928319999.16415,14.994034809118666,2287117.134,1.0491601708002165,2469403.048780488,1.132779465432098,24.3442717225418
LU/AR Dairy,6121 15th AVE Hanford Kings 93230,1000,0,0,0,0,0,1000,25651.5,335380.1,234766.07,56777.83,191509.23,470850.0,24740000.0,125419.22,16112.8,143567.3,840107.34,70.0,258056.55,87902.14,202854.08,2805593.4,125419.22,16112.8,143567.3,840107.34,0.74,1.42,1.19,1.63,0.0,0.0,0.0,0.0,383475.77,104014.94,346421.38,3645700.7399999998,-23290.47999999998,-31124.309999999998,-11344.849999999977,-2334743.4,31.75144,30.83064824,11253186.6076,93651043.4,8.32217990029166,331417.38,0.9881843913815996,365000.0,1.0883174046402873,25.6515
Mattos Bros. Dairy,4017 Kansas AVE Hanford Kings 93230,2100,300,900,400,350,0,4050,76576.9,948638.7,664047.09,157490.74,422864.88,1057770.0,18070500.0,94172.9,13456.15,159264.58,1091638.78,85.0,83676.24,37430.98,78652.74,77668.36,94172.9,13456.15,159264.58,1091638.78,0.74,1.09,0.92,1.15,53730.15,18904.29,21474.85,26846.84,177849.14,50887.130000000005,237917.32,1169307.1400000001,526640.7,101155.46999999997,322737.29,953254.8000000002,38.55532,37.43721572,32795000.970719997,68404251.405,2.085813367289503,989373.548,1.0429403185849364,1065176.8292682925,1.1228477493784437,25.494542427933414
Mattos Bro. #4,4555 Kansas AVE Hanford Kings 93230,0,0,0,596,0,0,596,5388.11,52195.0,36536.5,8833.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36536.5,8833.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,69614.38119999999,1.3337365877957656,79587.8048780488,1.5248166467678668,24.710571588366886
Mello D Jerseys,14803 Grangeville BLVD Hanford Kings 93230,888,100,0,0,0,0,988,23639.5,310617.13,217431.99,51825.54,167726.53,441109.8,48630000.0,160581.19,9255.18,110808.69,694653.41,66.0,0.0,0.0,0.0,0.0,160581.19,9255.18,110808.69,694653.41,1.16,0.44,0.79,1.44,0.0,0.0,0.0,0.0,160581.19,9255.18,110808.69,694653.41,217431.99,51825.54,167726.52999999997,441109.79999999993,29.937072,29.068896912,10482825.60440544,184084488.3,17.560579107854082,305422.34,0.9832759062579711,360620.0,1.1609791127746238,23.92661943319838
Mendes & Toste Dairy,23568 Fargo AVE Lemoore Kings 93245,325,25,0,0,0,0,350,8495.07,111067.53,77747.27,18596.56,61172.87,158775.0,23925000.0,78125.42,6780.71,77658.44,449118.89,65.0,0.0,0.0,0.0,0.0,78125.42,6780.71,77658.44,449118.89,1.16,0.71,1.12,1.06,52800.0,15000.0,55200.0,1101444.0,78125.42,6780.71,77658.44,449118.89,24947.270000000004,3596.5600000000013,5972.869999999995,-942669.0,29.48348,28.62845908,3657285.6474699997,90565934.25,24.763155788132323,109756.3044,0.9881943390656116,127750.0,1.1502011433944737,24.27162857142857
Neves Dairy,16831 Jackson AVE Lemoore Kings 93245,360,40,30,45,12,0,487,10205.35,130795.89,91557.12,21737.33,66814.64,178704.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91557.12,21737.33,66814.64,178704.0,27.669112,26.866707751999996,3922539.3317919997,0.0,,131853.122,1.008083067441951,156549.39024390242,1.1968983906444035,23.632835357243717
Over the Moon Dairy,9455 2nd Avenue Hanford Kings 93230,234,29,44,0,0,0,307,7024.26,89742.36,62819.65,15021.37,45581.85,116847.45,21369918.0,22579.33,5010.17,30851.63,198363.4,75.0,48523.44,17760.54,48833.06,0.0,22579.33,5010.17,30851.63,198363.4,1.3,1.54,0.93,2.56,0.0,0.0,0.0,0.0,71102.77,22770.71,79684.69,198363.4,14296.210000000006,-2739.1699999999983,-3251.2100000000064,116847.44999999998,34.0194,33.0328374,3170987.226213,80893901.29638,25.510636128606794,90753.43920000001,1.011266465468481,101870.60975609758,1.1351452063005427,25.167758454950622
Paulo Bros Dairy,13245 9th AVE Hanford Kings 93230,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Parreira Gaspar Dairy,17800 4th AVE Hanford Kings 93230,1208,135,268,247,172,0,2030,39350.15,496196.17,347337.32,82394.79,236674.99,599830.05,64091006.0,223691.47,46566.21,485306.48,2515208.57,75.0,0.0,0.0,0.0,0.0,223691.47,46566.21,485306.48,2515208.57,1.05,1.13,2.23,3.08,0.0,0.0,0.0,0.0,223691.47,46566.21,485306.48,2515208.57,347337.32000000007,82394.79000000001,236674.99,599830.0500000003,34.0194,33.0328374,16192531.729292998,242610735.02246,14.982878470052128,508403.938,1.0246027050148332,566622.4390243903,1.1419323108124562,24.681130675559906
Phoenix Dairy,10736 1 1/2 Avenue Hanford Kings 93230,590,1085,400,0,0,0,2075,35168.25,433846.76,303692.73,66060.57,112990.44,527297.25,30071788.0,100384.24,14887.79,173782.21,958970.35,70.0,0.0,0.0,0.0,0.0,100384.24,14887.79,173782.21,958970.35,1.25,0.73,1.92,2.64,0.0,0.0,0.0,0.0,100384.24,14887.79,173782.21,958970.35,303692.73,66060.57,112990.44000000003,527297.2500000001,31.75144,30.83064824,18849087.56773,113834047.01308,6.039233814583476,454373.79,1.0473140101357445,664789.6341463415,1.5323143917136581,19.30898225644459
Richard Simas,17571 Flint AVE Hanford Kings 93230,1,0,0,0,0,0,1,17.5,229.5,160.65,37.31,146.18,470.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.65,37.31,146.18,470.85,0.453592,0.440437832,160.75980868,0.0,,226.1,0.9851851851851852,365.0,1.5904139433551199,17.5
Santa Anita Dairy,4356 Kansas AVE Hanford Kings 93230,338,32,53,60,26,0,509,10549.57,133844.01,93690.81,22347.34,65840.45,166505.7,10155985.0,25934.05,5653.61,57049.95,288778.99,75.0,0.0,0.0,0.0,0.0,25934.05,5653.61,57049.95,288778.99,1.27,1.17,2.17,3.0,0.0,0.0,0.0,0.0,25934.05,5653.61,57049.95,288778.99,93690.81,22347.34,65840.45,166505.7,34.0194,33.0328374,4461084.69087,38444567.17885,8.617762235612826,136300.4444,1.0183529647684644,151296.9512195122,1.1303976264571884,25.067074471167775
Sierra Blanca Ranch #2,15010 5th AVE Hanford Kings 93230,1,0,123,107,0,0,231,2342.69,22170.05,15519.04,3751.99,194.79,470.85,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15519.04,3751.99,194.79,470.85,34.0194,33.0328374,12056.985650999999,0.0,,30267.5548,1.3652452204663499,31078.414634146346,1.4018197809272577,27.513689487252933
Sierra Blanca Ranch,15673 5th 1/2 AVE Hanford Kings 93230,3300,500,100,0,0,800,4700,97722.85,1273692.92,891585.04,208564.04,642820.95,1668780.0,173365882.0,296562.4,54272.48,721750.94,2018108.74,75.0,0.0,0.0,0.0,0.0,296562.4,54272.48,721750.94,2018108.74,0.74,0.62,1.36,1.89,0.0,0.0,0.0,0.0,296562.4,54272.48,721750.94,2018108.74,891585.0399999999,208564.04,642820.95,1668780.0000000002,34.0194,33.0328374,45816545.473799996,656260943.38162,14.323667063831781,1262579.222,0.9912744290044417,1435963.4146341463,1.1274015832906934,23.665899881866512
Silva & Son Dairy,8331 Excelsior AVE Hanford Kings 93230,510,47,53,49,0,0,659,14553.03,187736.0,131415.2,31439.26,96999.57,250941.15,3756000.0,5266.5,1882.31,13435.38,65093.0,68.0,54054.0,23738.0,86086.0,0.0,5266.5,1882.31,13435.38,65093.0,0.97,0.77,0.89,0.65,0.0,0.0,0.0,0.0,59320.5,25620.31,99521.38,65093.0,77361.20000000001,7701.259999999998,10913.570000000007,250941.15000000002,30.844256,29.949772576,6088938.51356368,14217999.96,2.335053955353314,188025.1476,1.0015401819576426,216925.73170731709,1.1554828680024987,24.486979521483974
SOZINHO DAIRY #1,11447 8 1/2 AVE Hanford Kings 93230,1200,190,350,750,275,375,3140,46561.72,572894.77,401026.34,92386.7,229022.67,608710.5,46180000.0,198842.29,15068.88,139318.81,922401.95,69.0,36790.2,20025.0,80576.6,1946086.2,198842.29,15068.88,139318.81,922401.95,1.28,0.97,0.92,3.21,61224.0,32500.0,127992.0,3139792.0,235632.49,35093.88,219895.41,2868488.15,303012.14,39861.70000000001,20454.069999999978,-4477167.7,31.297848,30.390210407999998,15418473.2504988,174810233.8,11.337713595886983,601577.4224,1.050066179518448,683173.1707317074,1.1924932928462715,22.934052378664106
Sozinho Dairy #5,7205 Houston AVE Hanford Kings 93230,1085,85,200,185,200,200,1955,33928.31,431381.74,301967.22,70361.72,205648.98,530418.0,32965000.0,135808.76,18084.58,105268.76,726027.6,67.0,0.0,0.0,0.0,0.0,135808.76,18084.58,105268.76,726027.6,1.32,0.94,0.84,1.55,0.0,0.0,0.0,0.0,135808.76,18084.58,105268.76,726027.6,301967.22,70361.72,205648.97999999998,530418.0000000001,30.390664,29.509334744,12601961.4024252,124786040.65,9.90211258907565,438353.76519999997,1.016162077699441,496266.46341463417,1.1504113813779744,23.28329918821658
,   ,898,102,71,82,25,0,1178,25122.74,323182.02,226227.41,53710.9,166665.41,446278.2,10944000.0,50466.62,5989.26,129623.12,499625.5,61.0,0.0,0.0,0.0,0.0,50466.62,5989.26,129623.12,499625.5,0.82,0.19,0.99,1.35,0.0,0.0,0.0,0.0,50466.62,5989.26,129623.12,499625.5,226227.41000000003,53710.9,166665.41000000003,446278.19999999995,27.669112,26.866707751999996,9806348.329479998,41427527.04,4.224562053895222,324585.8008,1.0043436228290175,386543.90243902436,1.19605633518543,23.586726356766658
Sozinho Jerseys,4615 Excelsior AVE Hanford Kings 93230,1050,95,130,100,100,0,1475,30340.61,389978.87,272985.21,64775.42,198325.29,516237.75,60920352.0,205629.76,17942.41,148048.31,892762.62,66.0,0.0,0.0,0.0,0.0,205629.76,17942.41,148048.31,892762.62,1.19,0.56,0.67,1.2,48000.0,30000.0,119400.0,2531544.0,205629.76,17942.41,148048.31,892762.62,224985.21000000002,34775.42,78925.28999999998,-2015306.25,29.937072,29.068896912,12148618.7419476,230608509.66432002,18.98228223000026,392000.6812,1.005184412170844,453089.63414634153,1.161831240103705,23.97080662876963
